,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
134,False,/ttbmzTZHTzqDK4JniKonMrsQath.jpg,"[18, 10765]",280945,['KR'],ko,폭군의 셰프,"After time traveling to the Joseon era, a talented chef meets a tyrant king. Her modern dishes captivate his palate, but royal challenges await her.",11.1968,/exUXEOierAwZ597010TLQka9TFy.jpg,2025-08-23,False,"Bon Appétit, Your Majesty",8.625,255
135,False,/lnuPj1LrDAQB3nEQQaDsIfmEV6.jpg,"[35, 18, 10751]",88131,['KR'],ko,하이킥! 짧은 다리의 역습,"Ahn Nae Sang and Yoon Yoo Sun are middle aged husband and wife. When his business goes bankrupt, this couple moves in to her brother's house and the conflict starts.",11.1147,/29IyBGkje3h8Tqj590MOoccT9re.jpg,2011-09-19,False,High Kick: Revenge of the Short Legged,6.278,9
136,False,/4bIELFjQ8sHCwJrnYfq2hlGYSkm.jpg,"[10751, 18]",310326,['KR'],ko,사랑이 온다,"Some sacrificed love for the sake of family. Others walked away from their families to protect the ones they loved. And some, believing they were acting out of love, only left deeper wounds behind. Years of misunderstanding and conflict have driven them apart, but an unexpected bond and reunion bring them face-to-face once again. As lost love, tangled family ties, and the true feelings they have long kept hidden begin to surface, even the coldest hearts slowly begin to heal. Through love, forgiveness, and the courage to understand one another, they discover what it truly means to be a family. Can the scattered pieces of a family finally find their way back to one warm table?",11.1115,/6M34aDRWttbjApzgWqYr43xpJzA.jpg,2026-07-25,False,Love on the Menu,7.0,1
137,False,/zs803kZR1rT5niAakQokxtp3Uqv.jpg,"[18, 35, 10765]",108261,['KR'],ko,철인왕후,"A modern chef suddenly becomes trapped inside the body of a queen from the Joseon era, which causes chaos for everyone involved.",11.0438,/ozuyMnOO5pekDklyPpUL1Htkuzy.jpg,2020-12-12,False,Mr. Queen,8.5,508
138,False,/2Yr8QxputyVoWPSTbXCUkP3aalm.jpg,[18],129888,['KR'],ko,스물다섯 스물하나,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.",11.0299,/yCQFnmYhYf7XALMka2EoBRAFmPO.jpg,2022-02-12,False,Twenty Five Twenty One,8.5,352
139,False,/uLYp6qxGNzDlDtBOAlDbfcf4QgO.jpg,"[80, 9648, 18]",273977,['KR'],ko,레이디 두아,A body found in the middle of town. A luxe label on the rise. A detective tests every stitch of a woman's story that keeps changing. What really happened?,10.973,/8hZqZB4DAC1Ebzbk80zc0H80SNa.jpg,2026-02-13,False,The Art of Sarah,7.457,93
140,False,/ayOqM9CJxqB3ChvR6pNSYqe02Sn.jpg,"[35, 18]",60957,['KR'],ko,별에서 온 그대,"An alien who came to Earth 400 years ago is almost able to return to his own planet, but when he meets a famous actress, he doesn't want to go home.",10.9338,/o5EYVYCVtDUdajP4rWfv6q0BTmm.jpg,2013-12-18,False,My Love from the Star,8.295,825
141,False,/zbzldNycqQy1O9gP5vwJf9HECwk.jpg,"[18, 9648]",208336,['KR'],ko,3인칭 복수,"A boy falls to his death at school, but Ok Chan-mi does not believe that her twin brother, Park Won-seok, committed suicide. Chan-mi transfers to her brother's school, Yongtan High, and meets Ji Soo-heon, who witnessed her brother's death. A ""hero,"" who avenges bullied students, appears at Yongtan High. Chan-mi speculates that it may be connected to her brother and starts looking for this hero.",10.928,/ccej6D8J81DDJWqhP7OG6PA6xcl.jpg,2022-11-09,False,Revenge of Others,8.3,309
142,False,/9lQZ18CYk5n3YNbOfmSjkiBrfrk.jpg,"[10765, 35, 18]",295509,['KR'],ko,취사병 전설이 되다,A plastic-spoon man is on his way to becoming a legendary army cook—uncovering dark secrets within the base through his cooking skills.,10.8888,/nmYgPJiZebWUtL6D72D0Qp9ce0H.jpg,2026-05-11,False,The Legend of Kitchen Soldier,8.521,24
143,False,/66X23qG4RPk7XPDQCFFHHCage3M.jpg,"[80, 18]",233686,['KR'],ko,악연,"A fateful accident intertwines six lives in a thrilling tale of karma and crime, where each must face their own dark truths and connections.",10.8873,/nZ7SFBgEhgSCaQFFActjcBQeIV1.jpg,2025-04-04,False,Karma,7.54,113
144,False,/6Yi0rIMX6jdst39Wk0jaUzrIxuZ.jpg,[18],215471,['KR'],ko,사랑이라 말해요,"When her family becomes suddenly homeless, Woojoo decides on revenge for all the injustices she has been put through. However, her supposed foe, Dongjin, is a heart-wrenchingly lonely and gentle soul.",10.791,/m7xiLb8mLyHHgThJICIPCsSq1qR.jpg,2023-02-22,False,Call It Love,8.155,55
145,False,/i3bMeXOGyT57owjlMPCuLiijhq5.jpg,"[80, 18]",256226,['KR'],ko,친애하는 X,"Behind a beautiful face hides a cruel nature—Baek Ah-jin, who sees through and manipulates others' hearts. After stepping on the sacrifices of many to reach the top, everything begins to change the moment she arrives there. A woman wearing a mask to escape hell and climb to the highest place. And the story of the Xs being brutally crushed by her.",10.7823,/AbFg7Ve5BYLPxtEXW9dn4pHPLdx.jpg,2025-11-06,False,Dear X,8.6,117
146,False,/4RdfeOFwWOapnQDjeyAVv0cvhCV.jpg,"[18, 9648]",135786,['KR'],ko,괴이,"A giant Buddha statue is unearthed in a small rural town. The mayor believes that it will change the town into a major tourist attraction. However, a catastrophe starts to grow. A centuries-old curse is unleashed from the statue, and it starts to eat up people's souls and make them non-human. Jung Ki-hoon, as archaeologist tries to seek the truth behind the paranormal phenomenon.",10.7114,/hqtp6EnL41A5aBtIAVOUFGthT8L.jpg,2022-04-29,False,Monstrous,6.08,44
147,False,/jagS23izp1oU48fbKxJFI8KGVv5.jpg,"[10759, 18, 80]",67391,['KR'],ko,더케이투,"A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.",10.6715,/oPaN9oWUMsibFfoaXMpv5kG5GsK.jpg,2016-09-23,False,The K2,7.882,221
148,False,/znjlxs8K9OAOChA2K4I0qluhith.jpg,"[18, 9648, 80]",79070,['KR'],ko,검법남녀,"Baek Beom has worked as a forensic doctor for 10 years. He has a bad personality, but he is excellent with his work. Baek Beom does not open his mind to other people. Eun Sol is a rookie prosecutor with a warm heart. She has a bright personality and she comes from wealth family background. The forensic doctor and prosecutor work together to solve cases.",10.6648,/lPU34PKrjJNISguneRdAB7zQfTj.jpg,2018-05-14,False,Partners for Justice,7.182,44
149,False,/xI4sbzJPNorYgTkfYs4ycMombVc.jpg,"[35, 80, 9648, 18]",239006,['KR'],ko,트리거,"In modern-day Seoul, a crack team of investigative journalists fight for their careers after broadcasting a controversial story. With time running out, the team are given an impossible task if they want to save their jobs – solve a twenty-year-old cold case involving a famous actor who disappeared without a trace.",10.652,/piSUZXvzOw7GxwrtRuTmimW8YJE.jpg,2025-01-15,False,Unmasked,8.0,24
150,False,/4TBgJYRVx1O9MRfD7O8BQW9clD2.jpg,[18],1293,['KR'],ko,부부클리닉 사랑과 전쟁,"The Clinic for Married Couples: Love and War, aka Husbands and Wives: Love or War, is a South Korean TV program.",10.6384,/iytyBMCQSz3MTRmARLuMMu1ZTy0.jpg,1999-10-22,False,The Clinic for Married Couples: Love and War,0.0,0
151,False,/gfBw8ZoGtRHSmSD5jo0McgwDzYd.jpg,"[10759, 35, 18]",297712,['KR'],ko,오십프로,"Three seemingly ordinary but deadly uncles, whose fate sets them in motion again. It depicts the everyday lives of three middle-aged men, who have lived 50% of their lives, and the realistic comedy of these uncles who are even sadder because they were successful in their past.",10.4911,/lPG0WrpcKKl3QegDBvYf0vW9mbl.jpg,2026-05-22,False,Fifties Professionals,6.278,9
152,False,/A4X2JVnABZeZpMAWcI0eBHvLYAl.jpg,[18],235355,['KR'],ko,언젠가는 슬기로울 전공의생활,"First-year OBGYN residents at Yulje Medical Center navigate the chaos of their work and personal lives, all in their quest to become exceptional doctors.",10.4734,/bB5Tu1Rzq6guKsMhV59aszN9c0a.jpg,2025-04-12,False,Resident Playbook,8.1,65
153,False,/dMQmCThNrnlNd4bfC8iIce76bpr.jpg,"[80, 35, 18]",86830,['KR'],ko,열혈사제,"People commit variety of ugly crimes these days. However, they forgive themselves by giving testimony every week. They believe that they can repent just by having faith. But the truth is that they have faith to repeat the sins again and again without remorse. These people atone for their evil deeds just to feel comfortable and carefree. It is not about the victims who are suffering because of them. They say every people are equal before the religions. But it is time to discriminate people who only uses them for their interest. Screening if they are really good people, punishing if they deserve to be punished, and defending justice is needed for modern day religion. A priest with this sense of justice teams up with a detective and a prosecutor. They try to solve the mysterious death of an elderly priest and serve justice.",10.4528,/5EDJlbB3S1vwOpsR3h1k0NMHiHY.jpg,2019-02-15,False,The Fiery Priest,8.231,65
154,False,/4TJG9k0u1WZfs9iwhLpHshnryaR.jpg,"[35, 18]",128995,['KR'],ko,유미의 세포들,"Yumi is a 30-year old, ordinary woman who struggles with expressing her feelings. Told from the perspective of the many brain cells in her head, she experiences growth in both her love life, her career, and finds happiness in the small joys of everyday life.",10.4448,/wb0ysW1H4bjceY551Dh4VW2jOzF.jpg,2021-09-17,False,Yumi's Cells,8.0,74
155,False,/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg,"[10759, 80, 18, 9648]",112836,['KR'],ko,종이의 집: 공동경제구역,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",10.4353,/mbsRGqJtdKcVbjQxkrfzKCAkYoU.jpg,2022-06-24,False,Money Heist: Korea - Joint Economic Area,7.711,730
156,False,/9DZMO2mhNwVKzfluBUoIdezBTHb.jpg,"[18, 35]",66330,['KR'],ko,W(더블유),"After being pulled into the webtoon world created by her father, a surgical resident gets entangled in a murder mystery involving the story's hero.",10.4267,/rBuCoS0VB9M6zkEUCvnVrfeF0J.jpg,2016-07-20,False,W,8.4,978
157,False,/xiWu9f9jP2NSmXu2hWzrtafrpQ.jpg,"[35, 18]",285770,['KR'],ko,얄미운 사랑,A hateful romance between a professional detective actor who wants to become a melodrama master and a female reporter who was demoted from a political reporter who won the Reporter of the Year award to the entertainment department.,10.4135,/h14bGZcVxYQzLoxC8KYqUVWvYfU.jpg,2025-11-03,False,Nice to Not Meet You,7.697,33
158,False,/lTMZILzENFZm9b0Qs6ry4Rg6Z7T.jpg,"[10768, 18]",4734,['KR'],ko,주몽,"Jumong  examines the life of Jumong Taewang, founder of the kingdom of Goguryeo. Few details have been found in the historical record about Jumong, so much of the series is fictionalized.",10.4046,/oJj4tsSLu65tjcCx5yqHECfehD5.jpg,2006-05-15,False,Jumong,7.4,54
159,False,/qzw3CA3AqrLsBa25XUjLLpkWrAk.jpg,"[35, 80, 18]",71349,['KR'],ko,수상한 파트너,"Noh Ji-Wook is a prosecutor in the Central District Prosecutors’ Office who ends up switching professions to a private attorney. He harbors a trauma stemming from an event in his childhood involving his parents and his first love. Eun Bong-Hee, a Taekwondo athlete in her youth, is a prosecutor trainee who has become a murder suspect. Eun Bong-Hee and Noh Ji-Wook both find themselves being the focus of a killer.",10.394,/kCxkfGu1QYQx5wZRKlZK41Tif9Q.jpg,2017-05-10,False,Suspicious Partner,7.839,174
160,False,,[18],70093,['KR'],ko,학교 4,The KBS youth drama is about the lives of the staff and students in Sewon Arts High School.,10.3901,/9oZSYv1jHmPWQa7ZeMniW2wr67r.jpg,2001-04-08,False,School 4,0.0,0
161,False,/z1MKvQJVVMbt1svoV3zjh6cRUTv.jpg,"[9648, 18]",259288,['KR'],ko,선의의 경쟁,A high-teen mystery thriller about a close relationship between teenage girls in a harsher survival competition than entrance examinations.,10.3651,/qBQl7x6qSqeuYdgq7rkctm1L4gW.jpg,2025-02-10,False,Friendly Rivalry,8.7,121
162,False,/oHZ9e5WlZfuHBbZZsQzfR0baxt2.jpg,[18],333,['KR'],ko,대장금,Orphaned Jang-geum becomes the first female physician in the Joseon Dynasty and her determination is tested when people around her start showing their true faces.,10.3584,/oiDr9sZPluqKJH8o0vuX5Dh61dh.jpg,2003-09-15,False,Jewel in the Palace,8.482,282
163,False,/6C5m9nzCTB0ijS9PjYus0eTYpct.jpg,"[18, 10759, 9648]",84107,['KR'],ko,황후의 품격,"In an alternate-reality South Korea, where a constitutional monarchical system prevails, Oh Sunny, a musical actress, becomes the empress of the country. Thus begins a dispute for power in the royal palace. Nothing is what it seems, and Oh Sunny is ready to fight until the end to uncover a mysterious homicide within the royal palace, fighting to protect those she loves the most and obtain happiness.",10.3302,/kWJw89ce4gxGREKxaFSiQmETWQN.jpg,2018-11-21,False,The Last Empress,6.259,27
164,False,/lmr79Dvaa5efF5rtDqUbLWCUfa8.jpg,"[18, 35]",243761,['KR'],ko,굿파트너,"Cha Eun-kyung, a 17-year veteran divorce lawyer, faces a personal crisis when her own marriage is threatened while working alongside rookie lawyer Han Yu-ri, whose differing values lead to tension as they navigate their complex cases at Law Firm Daejung.",10.2882,/5I9RHQXYhEF0bLP5Waal6iQfnWq.jpg,2024-07-12,False,Good Partner,7.9,16
165,False,/2jiEkTXR7oiQNDfdday8AM9J5qF.jpg,"[10759, 18, 80]",238084,['KR'],ko,트리거,"As illegal firearms flood into a gun-free South Korea, a resolute cop and a mysterious partner join forces to stop the chaos from sweeping the nation.",10.2551,/9eDF8Z4iFFCmQROiuej54rSK9LT.jpg,2025-07-25,False,Trigger,8.077,110
166,False,/uMLihaxfbeCvraDmER37t2jTNKi.jpg,"[18, 10765, 35]",116386,['KR'],ko,어느 날 우리 집 현관으로 멸망이 들어왔다,A woman with only a short time to live and a man with the supernatural power to bring the world to an end discover the true meaning of life and love.,10.2535,/tgsWD4dJI5YFY8Kyk6vVjZoIKfO.jpg,2021-05-10,False,Doom at Your Service,7.929,537
167,False,/876IYhxt8dcCuvhmeV7Pqeo30bm.jpg,"[35, 18]",98827,['KR'],ko,편의점 샛별이,"It tells an unpredictable 24-hour love story of the four-dimensional innocent girl Jung Saet Byeol who was once a troublemaker and the adorkable caring male store manager, Choi Dae Hyun, in the context of a convenience store. They have met each other accidentally 4 years ago, back then Saet Byeol asked Dae Hyun to buy cigarettes for them. Until now, Saet Byeol comes to the convenience store Dae Hyun runs for a part-time job, their hilarious romantic story starts.",10.2109,/jHoNkQhhYFXSAG0RPRnyDdGi0jy.jpg,2020-06-19,False,Backstreet Rookie,7.631,160
168,False,/6q52MB16qAXVqr3EkPcsHAXUAdg.jpg,"[18, 35]",229480,['KR'],ko,손해 보기 싫어서,"Son Hae-yeong seeks out a fake wedding with her neighbourhood convenience store employee, Kim Ji-uk, to avoid missing out on a promotion.",10.1899,/ru3ZYJpzbmv2VpGsj1rmO5Hcpky.jpg,2024-08-26,False,No Gain No Love,8.5,292
169,False,/vas44Kp1BPca4ou2cBb4orAQ53F.jpg,"[35, 80, 18]",239005,['KR'],ko,강매강,"Songwon Police Violent Crimes Unit 2 has the lowest arrest rate in the country. After their chief is demoted, the team is exiled to a closed daycare center. Enter Yubin, their new leader. Despite the team's initial distrust, Yubin and the team start to bond as they solve cases together.",10.124,/nYDvkvutYQNKj2lhQTavGzgUE6L.jpg,2024-09-11,False,Seoul Busters,8.545,22
170,False,/uDSnb7xvPziZedUzlrz3Za0YOz7.jpg,"[18, 10759]",88463,['KR'],ko,아스달 연대기,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",10.1011,/k5bKj5U2Z7AgkK3Mekji8xDHOuD.jpg,2019-06-01,False,Arthdal Chronicles,7.608,93
171,False,/7OCAlRz13R9HZIbXTNUfyEAYyvf.jpg,"[18, 35]",93097,['KR'],ko,동백꽃 필 무렵,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",10.0069,/bCrYA7xyHJtPnTWZU60pVBRSFZc.jpg,2019-09-18,False,When the Camellia Blooms,8.132,68
172,False,/nZcF5itd412f50krz3WLWDDcB7o.jpg,[18],273418,['KR'],ko,서초동,Story of a lawyer who is known for his good appearance and straightforward personality and is working with Gyeongmin Law Firm for 9 years.,10.005,/cVykmkPdo81mLToE2YLeZOLy7yd.jpg,2025-07-05,False,Law and the City,7.6,39
173,False,/2lQ1PwGFZKM9EakCw1j4NShEuuj.jpg,"[18, 10765, 10759]",136369,['KR'],ko,내일,"Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.",9.9805,/3SFVIdXXQ2DrAOARBdf1knqG7Pw.jpg,2022-04-01,False,Tomorrow,8.4,291
174,False,/j9OpU8wamgFVmXmLCLofXlnf8g7.jpg,"[18, 10759, 80]",112486,['KR'],ko,카지노,"Cha Moosik runs a casino bar, only to flee to the Philippines due to a crackdown by the National Tax Service. He launches a full-fledged casino business, and strategizes winning over the political and business circles in the Philippines. However, he is suddenly framed as a suspect in Min Seokjun's death, and is tracked by Oh Seunghoon of the Korean Desk. Betrayal is rampant in the presence of money.",9.9541,/9GEGH8kT7XK8iUXl76cWsCt8e46.jpg,2022-12-21,False,Big Bet,5.805,41
175,False,/gQwa6X2nmTHkmDgAifU4wacNqp4.jpg,[18],75820,['KR'],ko,미스터 션샤인,"Set in the early 1900s, this drama tells the story of a young man from Korea who grows up in the United States. When he returns to Korea as a US Marine Corps officer, he meets and falls in love with a noblewoman who is fighting for Korean independence. Their romance is complicated by social class and political ideology.",9.9479,/p7ljjykSsiyWstGVAwIkbdfPzRV.jpg,2018-07-07,False,Mr. Sunshine,8.4,197
176,False,/lfTUwBiSyCVcvBPAMzSOYGUgr2c.jpg,"[80, 18, 9648]",300954,['KR'],ko,결혼의 완성,"Taeju and Seyun are on the verge of divorce. But when a drunken comment from Taeju gets Seyun kidnapped, everything changes. Even worse, he's now the prime suspect. Forced to go on the run, Taeju must rescue his wife on his own. To save her, he pushes himself to the absolute limit.",9.9375,/z74qJEf1MRsEEIKFgbeyBAHmJXg.jpg,2026-07-04,False,The Husband,8.5,20
177,False,/jpxN1QHRSG660Ql62EHZvZzeaCA.jpg,"[10765, 18, 35]",258025,['KR'],ko,견우와 선녀,"A teenage shaman determined to change fate sets out to save a mysterious boy destined to die. As danger looms, their fated encounter sparks a powerful first love that defies darkness and reclaims hope.",9.8638,/kL42DhVhqjO3NxlB0oNg2Z4TAWP.jpg,2025-06-23,False,Head Over Heels,8.641,117
178,False,/eNK7aolIJ75W7tNeh5I0An14rtg.jpg,"[35, 18]",80737,['KR'],ko,내 아이디는 강남미인,"Bullied for her looks, Mi-rae gets plastic surgery hoping for a better kind of life but faces new challenges in college. Based on a hit Korean webtoon.",9.8624,/txjHlVSGwSkf6raBjL8rkVOvvbe.jpg,2018-07-27,False,My ID is Gangnam Beauty,7.321,156
179,False,/jPTwLNzWGvJzbxjVbpqGaF5kB1k.jpg,"[18, 35]",219651,['KR'],ko,웰컴투 삼달리,"After suffering a fall from grace, a photographer returns to her hometown and bumps into her childhood friend — rekindling an unfinished romance.",9.8603,/98IvA2i0PsTY8CThoHByCKOEAjz.jpg,2023-12-02,False,Welcome to Samdal-ri,8.2,142
180,False,/dJJ9dH80HwWGERo5U59tw9JzYBQ.jpg,"[9648, 18]",205040,['KR'],ko,아다마스,"Twin brothers Woo-sin and Soo-hyun lose their father in a murder case. Twenty-two years later, the brothers seek to clear their father's name.",9.8492,/jhfZRo3krONzarJFot6WCw99uxH.jpg,2022-07-27,False,Adamas,6.7,50
181,False,/6h8T2K0a5smf7x5KzYpqDcAcw3d.jpg,"[35, 18, 10751, 10749, 10765]",64770,['KR'],ko,감자별 2013QR3,"A mysterious asteroid crash-lands on Earth in 2013 and causes all sorts of weird things to start happening, specifically to the Noh family and their neighbors.",9.8355,/8HLs1vyor0iHcKKHosrtxWfG8LL.jpg,2013-09-23,False,Potato Star 2013QR3,7.0,2
182,False,/cTFQKu8CLftXHUCIBGksfL8uhf3.jpg,"[18, 35]",281013,['KR'],ko,키스는 괜히 해서!,"A passionate fling in Jeju ends abruptly — until fate reunites an heir and a young woman when she joins his company, disguised as a married mother.",9.8087,/qY3ltlWUB7u3ENocrMOkbGCGYnt.jpg,2025-11-12,False,Dynamite Kiss,8.164,116
183,False,/uFoPKUmrJBWwOCKFfRO2LiGFSwV.jpg,"[35, 10759, 9648, 18]",61670,['KR'],ko,힐러,"A star reporter, a second-rate journalist and a man by the code name ""Healer"" are brought together by a long-buried incident that hides dark truths.",9.7812,/too4Zig9bDJOfvnFfU1SaxKmGlR.jpg,2014-12-08,False,Healer,8.3,323
184,False,/ikN8ABD9pXHuW4JFqTEHr3ae8rd.jpg,"[18, 9648, 10765]",106651,['KR'],ko,지옥,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",9.7352,/5NYdSAnDVIXePrSG2dznHdiibMk.jpg,2021-11-19,False,Hellbound,7.324,1019
185,False,/i7prwa7UwOAUcpTmWnUd75J2PWe.jpg,[18],76662,['KR'],ko,나의 아저씨,"In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",9.7117,/gE9tZDycsA31wvtzUcDWVk6Nf7t.jpg,2018-03-21,False,My Mister,8.6,201
186,False,/3rP5OCR8nCUlC960GGkYxV0RPp5.jpg,"[18, 80, 9648]",99494,['KR'],ko,악의 꽃,"Hiding a twisted past, a man maintains his facade as the perfect husband to his detective wife — until she begins investigating a series of murders.",9.7041,/ozPDfBmsrJDFF9ZhwQNxcGLXvzm.jpg,2020-07-29,False,Flower of Evil,8.259,601
187,False,/vllHmrJ2pKSjRlqOVY9SYWXcbeo.jpg,"[35, 18]",287009,['KR'],ko,닥터 섬보이,"In South Korea, military service is mandatory for all men. But a select few—like privileged medical students—can serve as public health doctors instead. This is the story of those privileged few. Do Ji-ui, a plastic surgeon, is assigned to Pyeondong-do, an isolated island no one wants to go to. From the very first day, ominous signs begin to appear. Can he survive a full year on this hellish island and make it out alive—or will the island break him before he can hold the line?",9.7023,/zwEYhe03vN1rbjF8Bsf9Dng0W8e.jpg,2026-06-01,False,Doctor on the Edge,8.19,21
188,False,/v7tP30lhgEs3QwJhkrTRW6eHwXV.jpg,[18],135840,['KR'],ko,우리들의 블루스,Romance is sweet and bitter — and life riddled with ups and downs — in multiple stories about people who live and work on bustling Jeju island.,9.6949,/sT5Mlt5UmKiGfBisccwmD4LnPRD.jpg,2022-04-09,False,Our Blues,8.429,85
189,False,/xpHwnBt9L27JekP1UhBqTH5nU6L.jpg,[18],71748,['KR'],ko,7일의 왕비,"In the Joseon period, a noblewoman from a powerful clan marries the Crown Prince but is deposed after only seven days as queen when he becomes king.",9.6901,/S4RzpajATNmKbI76IDDUJNJdsH.jpg,2017-05-31,False,Queen For Seven Days,6.2,32
190,False,/lzidnBhiOCJdtKkUBD2TOfYLE8d.jpg,"[18, 35]",233100,['KR'],ko,나의 완벽한 비서,"Yoo Eun-ho, a single dad armed with perfection, becomes the secretary of Kang Ji-yun, the CEO of a popular headhunter company, who doesn't do anything except work.",9.666,/sp7OIpJl6uLiPqTgsc2wwrO9P8c.jpg,2025-01-03,False,Love Scout,8.0,59
191,False,/Kl07j8DsHfAwkODBblg81mjcGc.jpg,"[18, 35]",229958,['KR'],ko,애마,"In 1980s Korea, a movie star and a starlet defy male-dominated industry rules and backstage corruption while filming the provocative ""Madame Aema.""",9.6598,/jD8uwm1fvt6y2yxjSO6R9IOFwQQ.jpg,2025-08-22,False,Aema,7.4,21
192,False,/2x29EaZfUq6wym6KGATKTBC7LuX.jpg,"[35, 18, 10751]",129473,['KR'],ko,신사와 아가씨,"Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her. Meanwhile, Park Dan Dan has bright and positive personality despite her harsh situation.",9.6514,/vyahc0o4Xfbw0pZdz5QiqXxDRNH.jpg,2021-09-25,False,Young Lady and Gentleman,7.0,17
193,False,/7LmwKWqnd0sYLQvz0VvjdW5J8sN.jpg,"[35, 18]",230448,['KR'],ko,Mr. 플랑크톤,"A man plagued by misfortune and his ex, the unluckiest bride-to-be, are forced to accompany one another on the final journey of his life.",9.644,/c31cvdNNiAMvb4XVjAwYLNn3LNO.jpg,2024-11-08,False,Mr. Plankton,8.1,130
194,False,/pHhGVPOi9qI6CVYIrgZ2VWflg0u.jpg,"[9648, 18, 10751]",233833,['KR'],ko,찬란한 너의 계절에,"Chan lives every day like it is summer vacation. Haran is trapped in a lonely winter. When their forgotten past reunites them, Chan is determined to gift her another spring. Through laughter and tears, they face winter together and reach their spring in this heartwarming romance.",9.6133,/35UAIEtQQsjVl38GVPvbqc00pcJ.jpg,2026-02-20,False,In Your Radiant Season,8.108,37
195,False,/AvphOpbh7yoBfIROpNjlu2plIEn.jpg,"[35, 18]",70813,['KR'],ko,쌈 마이웨이,A former taekwondo champion and an information desk worker aspire to chase their dreams in a world that isn't kind to those with mediocre credentials.,9.5718,/55w33JzFKBkz1evjBjqeF0enDd1.jpg,2017-05-22,False,Fight for My Way,7.975,158
196,False,/7uVNWsjnmkvqpeqWHq5qpLBv3wd.jpg,"[80, 18, 9648]",271885,['KR'],ko,당신이 죽였다,"When two women plot to end an abusive marriage through murder, an unexpected visitor arrives — threatening to shatter everything they've carefully planned.",9.5673,/3ciqsMz21p8xp5udriFjRGM5OYs.jpg,2025-11-07,False,As You Stood By,8.235,102
197,False,/gd6er39HiIfVQIDKhZdMz7FVIw.jpg,"[18, 80]",245079,['KR'],ko,하이퍼나이프,"Seok, an eager yet genius neurosurgeon is reunited with Deokhee, the professor who ruined her life long ago. Once, the two surgeons cared for each other more than anyone else. But now with nothing but hatred toward each other, Seok is furious that he is back in her life and vows to take revenge.",9.5408,/hHkiSxa7O8kPjyyTJ9ue2mqYJVx.jpg,2025-03-19,False,Hyper Knife,7.814,102
198,False,/gEcZd3yR5DTT4Yw7XGCNwHPPXcZ.jpg,"[16, 18, 35]",259695,['KR'],ko,셔트라인,"Doing what he can to pay his bills, Moon Shingun works as a rogue mechanic on the city streets. He barely scrapes by with this illegal work, so he does not think twice about convincing ignorant people with cash to burn to always return to him for his services.

The streets are far from safe, however, with the organized crime group known as the Mercifuls fighting their rivals for control. With drugs and death becoming commonplace in his hunting grounds, Shingun is looking to keep his pockets full; and when he overhears a car failing to start, its sound leads him to Jake Gillan, a Mercifuls member. Finding himself facing a man dressed to kill and with a seemingly bottomless wallet, Shingun believes he has hit the jackpot.",9.4917,/y1jlSybgrj8LwQaRurn7VKR2dzW.jpg,2024-07-18,False,Shutline,6.5,3
199,False,/p98XiePTvNrXegxyKc6n46UJD85.jpg,"[18, 10765, 9648, 35]",281010,['KR'],ko,신이랑 법률사무소,"A timid lawyer who suddenly gains the ability to see ghosts teams up with a cold, elite attorney, and together they take on supernatural clients whose unfinished business reveals buried truths.",9.469,/afLKnB1yzh28YbpbB5Z5xragMf.jpg,2026-03-13,False,Phantom Lawyer,7.741,27
200,False,/6MQaS4mMnM2WPvsAdQvZDOTxRK9.jpg,"[10759, 80, 18, 10765]",132979,['KR'],ko,배드 앤 크레이지,"A superhero drama about Soo-yeol who has lived his whole life as a materialistic police detective, but changes into a champion for justice and fights against police corruption when a hidden persona called ""K"" awakens inside him.",9.4616,/t9CRsIT1sGZY3bEpkWPZjMb4EWy.jpg,2021-12-17,False,Bad and Crazy,7.912,113
201,False,/oaJydi1KwWMK04pIPfiqHD8hGfg.jpg,"[80, 35, 18, 9648]",226102,['KR'],ko,크래시,"A drama about Cha Yeon-ho, a reasonable individualist from KAIST, and Min So-hee, a traffic investigation ace with cool judgment and warm sensitivity at the Traffic Crime Investigation (TCI).",9.4499,/uZfEkKi3yn8epQpukKrCtLOv7fc.jpg,2024-05-13,False,Crash,8.611,18
