,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
202,False,/6ohqTb4r9AdW5hRD6r5Aa7W3Ddq.jpg,"[18, 9648]",200707,['KR'],ko,7인의 탈출,"The mysterious disappearance of a girl brings together seven people from all different walks of life. They all have an intertwined connection to her disappearance in the most horrific, unfathomable, and despicable way. As money drives them to their greed, lies, and delirium, they face divine retribution as they struggle for their lives in a picturesque revenge. How far will they go to claim their innocence, and will anyone make it out alive?",9.4069,/gVx3QEJ7ShVXdJJdWIYmTgwplXi.jpg,2023-09-15,False,The Escape of the Seven,7.0,28
203,False,/ssmKNLHwGJCSBUMcmo1FeBLCNqu.jpg,"[80, 35, 18]",72690,['KR'],ko,구해줘,Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.,9.3978,/oflwibJLRZZtYDUdjEu0XWD7lIi.jpg,2017-08-05,False,Save Me,8.089,73
204,False,/i8DVzXlPYZnJANEoLja1ysXtJ3K.jpg,"[80, 9648, 10765, 18]",64840,['KR'],ko,시그널, Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,9.3959,/uIskxIo84jexPhnrzm1TpsUCI9w.jpg,2016-01-22,False,Signal,8.197,198
205,False,/79ngeH4ryvoMOvQOTLH176hoHFs.jpg,"[18, 35]",138251,['KR'],ko,이브,"The Republic of Korea is overturned by 2 trillion-won divorce scandal of a chaebol caused by one ordinary woman. It is about getting into the truth of the scandal and the top 1% rich couple who made it. Surprisingly, Lee Ra-el, a nobody who's not rich nor famous has caused the divorce. But Ra-el is a charming and intelligent woman who's mastered art, psychology, and even economics. if she wants to, she can get any kind of man with her looks and brain.",9.3804,/6xvIRR50lDzFRWLFCAwSzEkoEu3.jpg,2022-06-01,False,Eve,6.675,63
206,False,/dSNOb8E64mGUJJ51VJXlE0cnEtU.jpg,"[10765, 18]",259486,['KR'],ko,귀궁,"In a world of folklore and mysticism, a vengeful spirit and a devoted shaman cross paths, sparking a journey of love and redemption",9.3761,/dstp4G3muuXFVr9x3McedmhMkRi.jpg,2025-04-18,False,The Haunted Palace,8.1,36
207,False,/jJMfTkvU2exHwCFoBHsIqwaHImh.jpg,"[18, 10765, 35]",215001,['KR'],ko,이 연애는 불가항력,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,9.3385,/e21UFBbQStpqSkU4iyWwVJsb8DZ.jpg,2023-08-23,False,Destined with You,8.1,239
208,False,/enTNCPGiu3dhul8XTBZEJCLZWbI.jpg,"[10765, 35, 18]",301886,['KR'],ko,은애하는 도적님아,"A noblewoman who becomes a righteous bandit called Gil Dong, and Joseon Prince Yi Yeol who secretly investigates this bandit, only to find their souls mysteriously swapped, forcing them to work together and fall in love amidst intrigue, as they uncover conspiracies while protecting the people!",9.3114,/rovxC2ugTtaMsgo7lOF4R4VBSb9.jpg,2026-01-03,False,To My Beloved Thief,8.342,19
209,False,/nxOsQE8UrifZpQ9hcZ7xjMHEbmn.jpg,"[18, 10765]",299365,['KR'],ko,신입사원 강회장,"After a powerful conglomerate chairman is betrayed by his children and wakes up in the body of a young soccer player, he uses his business genius and athletic physique to seek ultimate revenge against his family.",9.2697,/kPHv37XVpyWCsae3gtHujw1wPyW.jpg,2026-05-30,False,Reborn Rookie,8.1,18
210,False,/5kOKNntEPrnq8LRtjC9vXAUueut.jpg,"[35, 18]",85404,['KR'],ko,진심이 닿다,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",9.2533,/kVFflfTOFqFBh34jcVRI1QCWSre.jpg,2019-02-06,False,Touch Your Heart,8.3,366
211,False,/6yyKOxjQgb0C3I43T6qyXbieHni.jpg,"[80, 35, 18]",293608,['KR'],ko,언더커버 미쓰홍,"A retro office comedy depicting the chaotic events that unfold in the late 1990s when Sammo Hung, a 30-year-old elite securities supervisor who only cares about work, goes undercover as a 20-year-old high school graduate employee at a securities firm where suspicious money flows are detected.",9.2397,/bZr3i8yczHGDzyqZQ9oOArEEVON.jpg,2026-01-17,False,Undercover Miss Hong,8.455,33
212,False,/1hj8NWPGUzP6irgiPywmJwCh9Kc.jpg,[18],316352,['KR'],ko,대리,"Jae-hoon is a timid man who works as a designated driver to make ends meet after being unfairly fired. When he becomes the target of violent exploitation by Jun-hyuk, a drunken team leader at a major corporation, he finds himself trapped in an abnormal relationship marred by power and emotional dependence. Within this toxic cycle, Jae-hoon struggles to reclaim his lost dignity and humanity.",9.1547,/r2vEkgmLQsmTa8O1mJVS57UtdIy.jpg,2026-02-20,False,Proxy Driver,4.333,3
213,False,/o6B99QzQLiv8BWI05djH1e8TNHP.jpg,"[18, 35, 9648]",61611,['KR'],ko,피노키오,In-ha and Ha-myeong become reporters for different reasons: one aspires to follow in her mother's footsteps and the other seeks to do honest news.,9.0717,/zVdHTEYEruxU8lis7OdY5tRg0UF.jpg,2014-11-12,False,Pinocchio,8.2,648
214,False,/4Xer0oaXautbLRfJQOrlmPSCfN1.jpg,"[35, 18]",259015,['KR'],ko,그놈은 흑염룡,"Baek Su-jeong leads a planning team at a renowned department store. She meets her new boss, Ban Ju-yeon, her first love from an online game 16 years ago, stirring up memories of when he confessed his feelings but she rejected him.",9.0674,/84ZP2lykuGBwG13wgtLzVKtfBS.jpg,2025-02-17,False,My Dearest Nemesis,8.115,131
215,False,/gnNFNup48kr8nRWM1fKQ2nTZUrc.jpg,"[35, 18]",74074,['KR'],ko,이번 생은 처음이라,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws — or facing their growing bond.",9.0539,/5RZRH8Pm9S5xLB2ZXtv3egHkTaF.jpg,2017-10-09,False,Because This Is My First Life,8.207,193
216,False,/oB3SctZyR8zlWQhFUSMn8tPWnSh.jpg,"[9648, 18]",210702,['KR'],ko,악귀,A woman possessed by an evil spirit and a man who can see evil spirits uncover the secrets of mysterious deaths surrounding five spirits.,8.9689,/o2Sk7VEZpR5WOCjtjO6ClGBKSji.jpg,2023-06-23,False,Revenant,7.9,92
217,False,/3MkrzqX1jog9ItFux72MvYyYfuT.jpg,"[18, 10768, 9648]",206693,['KR'],ko,연인,A love-story between a noblewoman and a mysterious man who shows up in her hometown set in the 1600s during the Qing invasion.,8.9398,/d00uWx8T84ZRsguQTqITl3HnFJO.jpg,2023-08-04,False,My Dearest,8.3,55
218,False,/bgTm5TTI6uoY0RbLA3Fbl5z32JG.jpg,"[10765, 18]",93846,['KR'],ko,더 킹 : 영원의 군주,Korean emperor Lee Gon tries to close the doors to a parallel world which was opened by demons; a detective tries to protect the people and the one she loves.,8.9193,/7SLlbkzOJb8v9wXVYIcqozx2hxe.jpg,2020-04-17,False,The King: Eternal Monarch,8.246,916
219,False,/bCmjSY2gFtAi4OlQpIzvbwoewpg.jpg,[18],57788,['KR'],ko,구암 허준,"Drama depicts the dramatic life of historical figure Heo Joon, who wrote the oriental medical textbook ""Donguibogam"" and became physician for King Seonjo.",8.8737,/5a9z96cN1kJN81j7jpp7y6AS76f.jpg,2013-03-18,False,"Hur Jun, The Original Story",3.5,6
220,False,/nZEXidgnZXNUHerBK5hRw4cxtTQ.jpg,"[18, 35]",255086,['KR'],ko,정숙한 세일즈,"In search of purpose, opportunity and independence, four rural women start an adult products business in 1992 — embarking on a journey of self-discovery.",8.792,/vQfZZT645qUQang5OB56hRZ6Rir.jpg,2024-10-12,False,A Virtuous Business,8.067,52
221,False,/wDjoR40ues797wYVeJYB1Vx5pUC.jpg,[18],209275,['KR'],ko,일당백집사,"Baek Dong Joo, a newly hired funeral director, has the uncanny gift, or curse, to momentarily resurrect and talk to the recently deceased. She has to grant their last wishes or have her days be filled with a series of bad luck and accidents. And helping the little boy that first terrified her when he came to life will lead her down a path she never could have expected.

Kim Tae Hee works as a man for hire. Employed by his uncle Vincent running the newly opened errand service company “A Dime A Job” he can be hired for any odd (but legal) task.  One day, Kim Tae Hee encounters Baek Dong Joo, when he is hired by her boyfriend to break up with her in his stead. After that, their paths continue to cross, and by the virtue of their jobs, their fates get intertwined deeper and deeper in a series of life and death situations, surrounding the wishes of the people who had died, and the painful past it is going to unravel for both of them.",8.7002,/5raBam3P9PypmcNsK7RDgyC5wAm.jpg,2022-10-19,False,May I Help You?,7.809,55
222,False,/b05cToCrEocjOVam3f6ZwYnz2fC.jpg,"[18, 80, 10759]",212957,['KR'],ko,샤크: 더 스톰,"An action noir about the life of Cha Woo-sol, who was born again after meeting martial arts champion Jeong Do-hyeon in a juvenile prison.",8.6942,/iG7BrHe92jVFNAHMsFxsvBA9NL8.jpg,2025-05-15,False,Shark: The Storm,7.421,19
223,False,/t2fl4Po0H38ZYwzPboTTXhQ6v3Y.jpg,"[18, 9648]",214994,['KR'],ko,청담국제고등학교,"Kim Hye-in has to transfer to Cheongdam International High School after witnessing a murder. She crosses paths with Baek Je-na, a bully who happens to be connected to the case.",8.6213,/r2qOi6cSb0aUH1lzrg8vbr6i0Uw.jpg,2023-05-31,False,Bitch X Rich,8.2,42
224,False,/lAOiaHI5OoY1t4L5rcmwaf1HkLs.jpg,"[10759, 35, 18]",248244,['KR'],ko,언더커버 하이스쿨,"Ace NIS agent Jung Hae-seong is demoted after a mission failure. He goes undercover at a high school to locate King Gojong's missing gold, meeting his teacher Oh Soo-ah, who sees him as her lost first love, stirring old heartbreak.",8.6185,/vXAWUI1pYrBvZoUarGxWj1mtlXp.jpg,2025-02-21,False,Undercover High School,8.0,63
225,False,/2Lm6n4ojSW4t4rIoiyAF9g9U58e.jpg,[18],78385,['KR'],ko,밥 잘 사주는 예쁜 누나,"Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop  supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",8.5955,/sTNXMCASbNn7cSzcQ7DVazixnAc.jpg,2018-03-30,False,Something in the Rain,7.8,141
226,False,/7209TG31t3kmG4n8AAA0OkGJTbT.jpg,"[18, 35]",211260,['KR'],ko,판타G스팟,"A warm, friendly, considerate person, Hee Jae is surrounded by people who claim to know and love her. The problem for Hee Jae is that she isn’t really sure if she really understands herself. On the other hand, Mi Na is Hee Jae's confident and energetic best friend and colleague at Play Books, a supplier of books and related products centered around sex and romance. While an expert in how to achieve physical pleasure, her understanding falls short on romantic relationships. When they find themselves told to take over hosting a sex and romance advice podcast, the two feel more than a little lost...",8.5824,/3o9ovaVPYyJiRfDZw20iOQTh8d0.jpg,2022-12-23,False,Hit the Spot,7.793,29
227,False,/cOqw2lK1RSsDHZcDscdUL0ioUFB.jpg,[18],33828,['KR'],ko,자이언트,"Giant is a 2010 South Korean television series starring Lee Beom-soo, Park Jin-hee, Joo Sang-wook, Hwang Jung-eum, Park Sang-min, and Jeong Bo-seok. It aired on SBS from May 10 to December 7, 2010 on Mondays and Tuesdays at 21:55 for 60 episodes. Giant is a sprawling period drama about three siblings' quest for revenge during the economic boom of 1970-80s Korea. Tragically separated during childhood, the three reunite as adults and set out to avenge their parents' deaths, their fates playing out against a larger tide of power, money, politics, and the growth of a city.",8.5693,/5ZNwvE1zAphNaxJebEMxf0LpqFR.jpg,2010-05-10,False,Giant,8.1,7
228,False,/trOVoa8uRgD3HkZFtbldFQ0B6Xk.jpg,[18],99490,['KR'],ko,한 번 다녀왔습니다,"Back at square one as divorcees, four siblings take another shot at love and dreams — after mustering up the courage to convince their parents first.",8.5286,/oV3yxKG56IMQvdXzYn2GodT79rb.jpg,2020-03-28,False,Once Again,7.6,16
229,False,/mWUJLaKshrT4s9dVu1kxbcHVDdN.jpg,"[18, 9648]",250951,['KR'],ko,스캔들,"Jeong In is found dead, grasping a note forewarning her death. In the past, she and Min Tae Chang conspired and killed Baek Seol Ah's father and stole his fortune. After using the money she stole to become the CEO of a production company she found, she meets and falls for Seo Jin Ho, an aspiring actor who looks just like her first love. Jeong In transforms him into Jung Woo Jin, a top star. However, she learns that his former love is Baek Seol Ah and that Park Jin Kyung, the unrevealed writer of ""Poker Face,"" is the same person as Baek Seol Ah. Baek Seol Ah vows to get revenge after learning that her ex-boyfriend, Seo Jin Ho, is involved with Jeong In, who had murdered her father. She resolves to write a drama to complete her revenge. Could Baek Seol Ah be Moon Jeong In's murderer? The culprit was someone in the banquet hall, but everyone wished for Jeong In's death. Who was it, and for what reason did they kill her?",8.5282,/qq7DANUsSSi4txCnVkQ3to2QRbw.jpg,2024-06-17,False,Snow White's Revenge,6.0,4
230,False,/2p8SssGsphxOELypa5GREVTblwj.jpg,"[18, 35, 10765]",315007,['KR'],ko,공감세포,"A former top actress who has lost her ability to feel and a psychological counselor who feels too much are brought together through a mysterious ability to share emotions. As she begins to rediscover emotions through him, and he learns to manage the overwhelming weight of empathy through her, the two gradually heal each other in unexpected ways.",8.5237,/iLf17aFCx2ESajFp1oyb03fmzNp.jpg,2026-07-04,False,Love in Sync,7.0,3
231,False,/d8Ct2DVLiGvurKQsz7VWtfDB9ho.jpg,"[9648, 80, 18]",89959,['KR'],ko,타인은 지옥이다,Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.,8.518,/o66rEzPzZZWxSrcus2f46CedHhq.jpg,2019-08-31,False,Strangers from Hell,8.05,150
232,False,/vtdpgm0QR4RDB3tQFIdpYG4QE16.jpg,"[10765, 10759, 18]",211747,['KR'],ko,아일랜드,"Evil took its first step to destroy the world. On the mysterious island of Jeju Island, the gateway to this, ""Van,"" a mix of human and monster, ""Won Mi-ho,"" the one in the center of fate, and ""Johan,"" the one who exercises God’s power, come together. A strange, yet captivating, action-packed exorcism fantasy in which they fight evil, share the fate of saving the world, and defy their own...",8.5175,/bpoDjjcj6vE7k9xH14wb13UMYqi.jpg,2022-12-30,False,Island,8.063,245
233,False,/wUDUibcYuox8Xf0QDiK46YzZM1N.jpg,"[35, 18]",90720,['KR'],ko,멜로가 체질,"Three 30-something friends chase dreams in Korea's competitive entertainment scene, balancing love, career, and personal growth.",8.4728,/1JulSsxfpad3DtEACRjoGSNbx2f.jpg,2019-08-09,False,Be Melodramatic,7.9,47
234,False,/mUdN4k4ryXfptQTn9xfUmj4hNmE.jpg,[18],63927,['KR'],ko,육룡이 나르샤,"The ambitious success stories of 6 people surrounding Prince Lee Bang Won, and the ideological and political conflict between Prince Lee Bang Won and Jung Do Jeon, the man instrumental in helping King Taejo establish the fledgling Joseon nation.",8.4623,/2hTPwQbjRM1POBckZwp6SxJCHf1.jpg,2015-10-05,False,Six Flying Dragons,7.188,32
235,False,/c4LRGwNi3nOft0U9bxEHg9kEj2N.jpg,"[18, 35]",197083,['KR'],ko,신병,"A hyper-realistic comedy depicting the story of a 'military' recruit enlisting in a place where all kinds of people, from the good to the bad to the weird, gather.",8.4459,/rhaVq50hxzvyIMBhR4g9ElMpLfG.jpg,2022-07-22,False,New Recruit,8.5,6
236,False,/fEJcw7RsYP6VaExWEQTDsrQwXTk.jpg,"[35, 18]",84327,['KR'],ko,SKY 캐슬,"For the families living at Sky Castle, an exclusive residential community that's home to Korea's elite, their children’s success means everything.",8.4354,/tE2b4DKYteipIBE51re62jLi6RU.jpg,2018-11-23,False,SKY Castle,8.019,81
237,False,/j95mWCXaJrVnFKbeTF0YupMrV0N.jpg,"[18, 10751]",24633,['KR'],ko,인어 아가씨,"An estranged daughter vows to take revenge on her father, who abandoned her and her mother.",8.4319,/6fGAljQDfHDbYNKSAkUZ5RQVYLJ.jpg,2002-06-24,False,Story of a Mermaid,5.1,10
238,False,/dNkHc3JWBJmCIADYIxYt07eTnvi.jpg,"[18, 10751]",211224,['KR'],ko,착한 사나이,"Seok-cheol, the eldest son in a family of three generations of gangsters, navigates the tumultuous ups and downs of life with tears and laughter, all to protect his family, career, and love.",8.4074,/mVOKlZ6Ix5OfXHsyuaQp4nEDE6n.jpg,2025-07-18,False,The Nice Guy,6.5,20
239,False,/TkPl6OFKHHieaWauQ1mleysIF9.jpg,[18],15135,['KR'],ko,이산,"Yi San, also known as Wind of the Palace, is a 2007 South Korean historical drama, starring Lee Seo-jin, Han Ji-min, Park Eun-hye, and Lee Jong-soo. It aired on Munhwa Broadcasting Corporation from September 17, 2007 to June 16, 2008 on Mondays and Tuesdays at 21:55. The series was produced by Lee Byeong-Hoon, who also produced award-winning television series Dae Jang Geum.

It won ""Top Excellence Acting Award"" for Lee Seo Jin and ""Best Actress"" for Han Ji-min at MBC's Acting Awards.",8.3897,/5Gv9g6YAMYMH84tQLTK5KG66xBU.jpg,2007-09-17,False,"Lee San, Wind in the Palace",7.333,18
240,False,/nNB8ST1cCslJLPI9Uhn5uVht2Dd.jpg,"[18, 9648]",155231,['KR'],ko,"링크: 먹고, 사랑하라, 죽이게","Eun Gye-hoon, a famous chef, opens a restaurant in a town he lived when he was a little kid. In the past, he had a twin sister. But after a traumatic incident tat the hometown, the family lost her. He used to have a strong emotional link to his sister, able to synchronize with any kinds of feelings she was having. When Noh Da-hyun, a young woman in need of help, visits him one day, Gye-hoon starts to feel that strong link again.",8.3604,/lyQQFIbDsdSBYpxG2EcS7gGEZ5j.jpg,2022-06-06,False,"Link: Eat, Love, Kill",7.7,131
241,False,/A4WAgjXnuCHWdY5TYyLf2wvAIPD.jpg,"[35, 18]",135897,['KR'],ko,그 해 우리는,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.",8.359,/bA15g6OLmhQ2HkURRaCztA2jwqI.jpg,2021-12-06,False,Our Beloved Summer,8.37,177
242,False,/hkwceBwHOkog5GeDvB1tErKa3Jt.jpg,[18],116041,['KR'],ko,결혼작사 이혼작곡,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",8.3582,/bb82u4HyI8I469TGw2B7d1oM49.jpg,2021-01-23,False,Love (ft. Marriage and Divorce),7.276,29
243,False,/nGk7HMAU6rMZ6pe6g1NFxElWuuL.jpg,"[18, 36]",21771,['KR'],ko,선덕여왕,"A royal prophecy warns that the birth of twins will end the male line of succession. To protect the kingdom, one twin sister is exiled to a distant desert, growing up unaware of her royal heritage. Years later, she returns disguised as a man, joining an elite order of warriors. Alongside loyal allies and an outcast warrior, she fights to reclaim her identity and overthrow a corrupt rival faction threatening the throne.",8.3045,/vlIytr27MGO6gOYgC6OwgppI4xq.jpg,2009-05-25,False,The Great Queen Seondeok,7.107,42
244,False,/qdbuTm6cHRNKnLZarfsUg6acqvB.jpg,"[18, 9648, 10759]",134675,['KR'],ko,작은 아씨들,"Three sisters, who only have each other and never enough money, get entangled in a conspiracy involving the rich and powerful.",8.2354,/oK6q2rDVXNpPyZaZhhiqG2g5Wty.jpg,2022-09-03,False,Little Women,8.0,194
245,False,/bmy2Tnwk12IPAKvUX7HlI5D4bnD.jpg,"[18, 35]",221934,['KR'],ko,금이야 옥이야,"A work about the delightful and heartbreaking story of a family growing up while raising a child, centering on a single dad Geum Kang San and adopted child Ok Mi Rae who is the apple of his eye.",8.2344,/4wIgh7yDZOVY5J3kddXY6xA89SE.jpg,2023-03-27,False,Apple of My Eye,4.5,2
246,False,/lmHoZwTkXc3CShClVX09poTifL5.jpg,"[18, 35]",203697,['KR'],ko,연예인 매니저로 살아남기,Agents at a talent management firm tackle strong personalities and office politics while keeping their celebrity clients happy and helping them shine.,8.2313,/eInV2LeBPEQMqsrnmzVM9ClGnDk.jpg,2022-11-07,False,Behind Every Star,7.3,18
247,False,/h5Ti3B09fuXHwjo4USe0cuobaV6.jpg,"[18, 9648, 80]",135658,['KR'],ko,백설공주에게 죽음을-Black Out,"Two 19 year old girls were brutally murdered. The bodies were abandoned and could not be found anywhere inside the warehouse scattered with blood. The only suspect, was their friend. He was drunk on the night of the incident. He doesn’t recall a single memory. No memories of committing a murder. No memories of not committing a murder either. The boy had become a young adult by the time he was released from prison in 11 years. He wished to pursue a quiet life… But another murder flips the village. A white bone carcass has been discovered. The real devil is hiding somewhere within the seemingly peaceful village. Who’s the real devil?",8.222,/qITIFCaAD594CTV2MdsOcYvfAoo.jpg,2024-08-16,False,Black Out,8.6,17
248,False,/1aSv8dfBHcux06Qa3GUYUnqtqy4.jpg,"[18, 35]",258764,['KR'],ko,이혼보험,"No Ki-jun, an employee at an insurance company, decides to develop a divorce insurance policy after personally experiencing three divorces that impacted his life and finances. Despite potential biases, he believes divorce is an unforeseen disaster and establishes a team for divorce insurance.",8.1718,/6HAbRWYkX3bouEeHA4bjsUxznKC.jpg,2025-03-31,False,The Divorce Insurance,6.8,40
249,False,/kdsvRpXal5Xa1Ldq7m2qzQmYsBa.jpg,"[18, 80]",74821,['KR'],ko,슬기로운 감빵생활,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",8.1544,/6Z2Wrr8m8Fx9WN10Q3eqaPI9WgT.jpg,2017-11-22,False,Prison Playbook,8.243,107
250,False,/zfGAkCE73Hj45hrAVfYWhkbv4f7.jpg,"[18, 35, 10765]",209502,['KR'],ko,오늘도 사랑스럽개,Hae-na who is bound to inherit her family curse which is turning into a dog after getting her first kiss. The only way to break the curse is to get a second kiss. The problem is the guy who gave Hae-na her first kiss is afraid of dogs.,8.0828,/yzrgREOGseOgCtPbfoE3uW9Xuvq.jpg,2023-10-11,False,A Good Day to be a Dog,8.343,105
251,False,/yQGxjyeRP0IIwqDsoMbErDL6xX5.jpg,"[80, 18, 10759]",71795,['KR'],ko,크리미널 마인드,"Based on the US TV series of the same name, profilers investigate cases from the perspective of the criminals to solve them.",8.0675,/hY9QGvObdABYNLYYnA3o9d7uRqV.jpg,2017-07-26,False,Criminal Minds,6.813,40
252,False,/clGOzO82lN4gPI4Fon7wNVXS90i.jpg,"[18, 10765]",153496,['KR'],ko,재벌집 막내아들,"After ten years, a loyal employee is framed for embezzlement, then murdered by his employers, only to be reborn as their youngest son, with a yearn for revenge guiding his hostile takeover.",8.0574,/6vs7qtD5KUwijUhpthuhA6PkwxI.jpg,2022-11-18,False,Reborn Rich,8.004,120
253,False,/wM3uUP2XuOTfQU8rjWEK3QlSufG.jpg,"[35, 18, 10751]",287010,['KR'],ko,화려한 날들,An interior designer has a one-sided crush on her former college senior – but his best friend is secretly in love with her.,8.0438,/lduvaoMMGS71aLNrz9VMo5yXyMI.jpg,2025-08-09,False,Our Golden Days,4.8,4
254,False,/vu5F4wLOBPFWYcBkJ3at2XKJgGa.jpg,"[35, 18]",67014,['KR'],ko,청춘시대,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",8.0215,/4MdSbKFGAzgFhF407e9fcZreqvm.jpg,2016-07-22,False,"Hello, My Twenties!",7.232,138
255,False,/tYaciF3cvxq3S50NRCqQbAtt4Pt.jpg,[18],76241,['KR'],ko,드라마 스테이지,South Korean anthology series featuring one-act dramas selected from the O'PEN Drama Storyteller Exhibition.,8.0203,/rTThC8x5n8Fd0U47PZuhGULURi5.jpg,2017-12-02,False,Drama Stage,4.0,3
256,False,/18ypvPahjmmue1iR4N4YgTBrO8N.jpg,[18],99047,['KR'],ko,청춘기록,"In a cutthroat world where the life you’re born into decides your success, three aspiring youths are determined to change that perception as they fight for their dreams.",8.0075,/54yTLS5d4OPOuunzOvHlmP82eIT.jpg,2020-09-07,False,Record of Youth,8.035,241
257,False,/9VPNHVHT3d3FzLQiHO4cq4Ysl3r.jpg,[18],226527,['KR'],ko,하이라키,"The top 0.01% of students control law and order at Jooshin High School, but a secretive transfer student chips a crack in their indomitable world.",8.0043,/szr7QFNnuspcyhW0rsoDMDN73pP.jpg,2024-06-07,False,Hierarchy,7.7,183
258,False,/ktlhFbvJaOvsQJCBtVLMaGDZKjW.jpg,"[35, 18]",68349,['KR'],ko,역도요정 김복주,"A competitive swimmer crosses paths with his childhood friend, a rising weight lifting star, and realizes that she has a secret crush on his cousin.",8.0019,/iLF6Jz6nL8uD8jKo6EvQ3XutDcR.jpg,2016-11-16,False,Weightlifting Fairy Kim Bok-joo,8.5,961
259,False,/A09zpl9P997q9Q6fDvLqch3RlC4.jpg,"[18, 10765, 10759]",201019,['KR'],ko,구미호뎐1938,"The Nine-tailed fox makes a crash landing in the year 1938, an era of chaos, and he struggles to return to the present.",7.9859,/xB55oDrJiIYn2yeC9YNy1KJ4rl5.jpg,2023-05-06,False,Tale of the Nine Tailed 1938,8.119,88
260,False,/cwGnZQYGuqQKbfFeObaONKkiQJx.jpg,[18],196268,['KR'],ko,안나,The story of a woman who ends up living a completely different life due to a petty lie.,7.9737,/2Dq9A4l5KaoBz1LerrDcBVgHdJm.jpg,2022-06-24,False,Anna,7.305,64
261,False,/rEwuB4VK9N1E3zKydXcI61xL7hd.jpg,"[18, 35]",125437,['KR'],ko,라켓소년단,A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.,7.97,/ofXLNr9Nmkicdz1UxLtzAv5ABHR.jpg,2021-05-31,False,Racket Boys,8.0,31
262,False,/w5P0EXYWyUZjWVYYgMOkiqvyE3W.jpg,[18],89604,['KR'],ko,봄밤,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",7.9555,/gng7Ah3bYbVctiWuw6zVSKfEfY5.jpg,2019-05-22,False,One Spring Night,8.006,81
263,False,/f0e560ezh1GqQaankmxQ30ib9Dp.jpg,[18],126484,['KR'],ko,너와 나의 경찰수업,Wi Seung Hyun joins the Korean national Police University to follow in his father's footsteps but runs into hurdles as he gets involved with a woman named Go Eun Gang.,7.9538,/dAOpmAxVQghKzqI2g80UR891zS5.jpg,2022-01-26,False,Rookie Cops,7.731,52
264,False,/uVtezq3V55HcP51caYGOMlSGSB3.jpg,"[16, 18]",232510,['KR'],ko,민용,"In a brutal underground world, a vampire medic and a wounded young fighter form a fragile bond—one built on pain, longing, and forbidden desire.",7.947,/jvm1Ix9HckF4vpIkDp9tBaMbh8y.jpg,2023-08-11,False,MIGNON,7.554,28
265,False,/81F0pLXZimjhEhheuwAKs5U9VCN.jpg,[18],92389,['KR'],ko,TV 방자전,"The drama's story twists around to ask what would happen if Lee Myong Ryong was unattractive, while his servant Bang Ja Jeon was attractive? During Lee Myong Ryong's courtship with Lady Chun Hyang both parties use their servants to communicate...",7.9387,/4AEqEUq60lTH7qciB0y1Ad92I9J.jpg,2011-11-05,False,The Servant: The Untold Story of Bang-Ja,0.0,0
266,False,/g76OvRFFDgMBmjFbY2FNRjzfZkN.jpg,"[18, 35]",152511,['KR'],ko,기상청 사람들: 사내연애 잔혹사 편,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",7.91,/3Qfh99m0jShWrqlFRsnWY7HeHNX.jpg,2022-02-12,False,Forecasting Love and Weather,7.3,139
267,False,/8QmG7RPONnm32REpLpRXKYv7yyr.jpg,[18],82298,['KR'],ko,여우각시별,"At Incheon International Airport, brilliant but distant engineer Lee Soo-yeon and clumsy, idealistic rookie Han Yeo-reum cross paths as they navigate tough challenges, personal secrets, and unexpected connections in their new jobs.",7.9092,/le2KWix9IojXI0xSYv4UhBvnqw5.jpg,2018-10-01,False,Where Stars Land,7.4,44
268,False,/d4GcNpwpyDjPhWWXmHj56SYywyx.jpg,"[80, 10759, 18]",82032,['KR'],ko,플레이어,The story about the revenge of four talented individuals in their respective fields who create an elite team to solve crimes.,7.9041,/jURS8h0iiifH348g8FTJVD4VCXC.jpg,2018-09-29,False,Player,7.741,29
